CGPA,Semester,Faculty,Failed_Subjects,Attendance_Percentage,Study_Hours,Assignment_Submission,Lecture_Participation,Lab_Participation,Academic_Guidance,LMS_Logins,LMS_Hours,Class_Attendance_Range,Online_Resources_Use,Group_Contribution,Motivation_Phase1,Stress_Phase1,Sleep_Hours_Phase1,Confidence_Phase1,Social_Phase1,Relaxation_Phase1,Workload_Phase1,Motivation_Phase2,Stress_Phase2,Sleep_Hours_Phase2,Confidence_Phase2,Social_Phase2,Relaxation_Phase2,Workload_Phase2,Motivation_Phase3,Stress_Phase3,Sleep_Hours_Phase3,Confidence_Phase3,Social_Phase3,Relaxation_Phase3,Workload_Phase3,Motivation_Phase4,Stress_Phase4,Sleep_Hours_Phase4,Confidence_Phase4,Social_Phase4,Relaxation_Phase4,Workload_Phase4,Age,Gender,Part_Time_Job,Travel_Time,Family_Support,Living_Arrangement,Considered_Dropout,Challenges,Enrollment_Status
1.3,2nd Semester,Humanities & Sciences,5 or more,0,16-20 hours,76-100%,2,2,Rarely,3-5 times,9-12 hours,26-50%,Very Often,5,1,2,0-3 hours,3,2,3-5 hours,4,4,5,4-5 hours,5,1,More than 12 hours,5,4,2,0-3 hours,1,1,9-12 hours,4,2,5,0-3 hours,1,5,0-2 hours,5,19,Female,Yes,0-15 minutes,2,Hostel,No,Mental stress / burnout,Studying
1.44,6th Semester,Hospitality & Culinary,1,3,More than 20 hours,26-50%,4,4,"Yes, occasionally",3-5 times,9-12 hours,0-25%,Sometimes,4,3,5,6-7 hours,1,3,6-8 hours,4,5,4,4-5 hours,1,2,3-5 hours,5,3,5,6-7 hours,1,1,More than 12 hours,4,3,2,6-7 hours,3,1,0-2 hours,4,18,Female,No,31-60 minutes,2,Shared apartment,Yes,Financial problems,Graduated
3.68,7th Semester,Humanities & Sciences,4,3,More than 20 hours,76-100%,1,2,Rarely,More than 12 times,3-5 hours,0-25%,Very Often,3,3,2,0-3 hours,5,5,3-5 hours,4,2,5,8-9 hours,3,1,6-8 hours,4,2,4,More than 9 hours,4,5,More than 12 hours,5,1,1,0-3 hours,4,1,More than 12 hours,2,22,Female,No,0-15 minutes,2,Shared apartment,Yes,Poor time management,Studying
1.71,1st Semester,Architecture,5 or more,5,16-20 hours,0-25%,5,3,"Yes, occasionally",3-5 times,6-8 hours,51-75%,Often,5,5,1,8-9 hours,5,2,0-2 hours,2,4,4,8-9 hours,2,3,3-5 hours,2,1,4,8-9 hours,4,1,9-12 hours,3,3,4,4-5 hours,4,1,6-8 hours,4,28,Male,No,0-15 minutes,2,Shared apartment,No,Lack of proper academic guidance,Studying
2.73,5th Semester,Law,0,8,6-10 hours,26-50%,2,3,"Yes, occasionally",6-8 times,3-5 hours,0-25%,Often,4,1,1,6-7 hours,4,2,9-12 hours,4,3,4,8-9 hours,1,1,0-2 hours,3,3,3,More than 9 hours,4,2,6-8 hours,5,5,2,More than 9 hours,2,1,More than 12 hours,2,27,Female,Yes,0-15 minutes,3,With family,No,Lack of proper academic guidance,Studying
2.52,1st Semester,Computing,2,6,11-15 hours,51-75%,3,3,"Yes, frequently",9-12 times,3-5 hours,0-25%,Often,1,3,5,0-3 hours,5,1,3-5 hours,4,5,4,8-9 hours,1,2,More than 12 hours,1,5,1,4-5 hours,4,1,0-2 hours,2,3,1,0-3 hours,2,2,6-8 hours,5,26,Male,No,16-30 minutes,1,Alone,Yes,Lack of proper academic guidance,Studying
0.86,1st Semester,Law,2,0,More than 20 hours,0-25%,3,3,"Yes, frequently",3-5 times,9-12 hours,76-100%,Very Often,3,5,5,4-5 hours,3,3,More than 12 hours,1,3,5,0-3 hours,3,2,9-12 hours,4,5,3,6-7 hours,1,2,More than 12 hours,5,4,3,0-3 hours,3,2,3-5 hours,5,23,Female,Yes,16-30 minutes,1,Hostel,No,Mental stress / burnout,Studying
1.51,8th Semester,Computing,4,8,11-15 hours,51-75%,4,1,"Yes, occasionally",More than 12 times,6-8 hours,0-25%,Rarely,1,4,4,6-7 hours,2,2,6-8 hours,3,2,4,4-5 hours,2,3,3-5 hours,2,4,5,4-5 hours,1,2,3-5 hours,4,5,3,4-5 hours,4,5,0-2 hours,4,24,Male,No,0-15 minutes,4,Hostel,Yes,Financial problems,Studying
3.95,7th Semester,Humanities & Sciences,4,0,11-15 hours,26-50%,5,3,"Yes, occasionally",9-12 times,3-5 hours,0-25%,Rarely,3,1,3,6-7 hours,1,1,0-2 hours,5,4,5,4-5 hours,5,1,9-12 hours,4,4,5,6-7 hours,2,3,3-5 hours,3,2,3,0-3 hours,5,5,6-8 hours,1,26,Male,Yes,16-30 minutes,5,Shared apartment,Yes,Lack of proper academic guidance,Studying
2.41,3rd Semester,Computing,2,2,11-15 hours,26-50%,1,1,"Yes, frequently",0-2 times,9-12 hours,26-50%,Often,3,2,1,6-7 hours,2,1,3-5 hours,5,1,5,0-3 hours,5,3,More than 12 hours,3,2,1,0-3 hours,5,4,3-5 hours,1,4,5,8-9 hours,1,2,3-5 hours,4,20,Female,Yes,16-30 minutes,2,Shared apartment,No,Difficulty understanding lectures,Studying
1.88,4th Semester,Hospitality & Culinary,0,2,More than 20 hours,26-50%,2,5,"Yes, occasionally",9-12 times,9-12 hours,26-50%,Rarely,3,1,5,0-3 hours,1,1,9-12 hours,5,3,2,4-5 hours,4,3,0-2 hours,3,2,1,4-5 hours,3,1,3-5 hours,2,2,4,8-9 hours,3,5,9-12 hours,1,19,Female,No,16-30 minutes,5,With family,Yes,Difficulty understanding lectures,Studying
2.94,1st Semester,Business,4,7,0-5 hours,51-75%,5,1,Rarely,6-8 times,More than 12 hours,76-100%,Sometimes,4,3,1,4-5 hours,3,1,More than 12 hours,4,3,2,8-9 hours,1,1,3-5 hours,3,1,2,8-9 hours,3,2,9-12 hours,2,1,5,0-3 hours,1,4,0-2 hours,2,18,Male,No,31-60 minutes,5,Hostel,No,Financial problems,Dropped Out
1.24,1st Semester,Law,1,10,11-15 hours,26-50%,3,4,"Yes, occasionally",More than 12 times,0-2 hours,0-25%,Often,3,3,4,More than 9 hours,2,4,0-2 hours,5,3,3,More than 9 hours,1,5,9-12 hours,3,4,1,8-9 hours,3,2,0-2 hours,2,4,3,8-9 hours,3,1,3-5 hours,5,18,Male,No,16-30 minutes,5,With family,Yes,Financial problems,Dropped Out
1.29,8th Semester,Business,4,6,0-5 hours,0-25%,2,2,Rarely,9-12 times,6-8 hours,26-50%,Sometimes,4,4,5,6-7 hours,4,1,0-2 hours,3,5,2,6-7 hours,5,5,6-8 hours,3,2,1,8-9 hours,1,2,9-12 hours,3,3,4,6-7 hours,2,5,9-12 hours,3,23,Male,Yes,16-30 minutes,3,Alone,Yes,Poor time management,Dropped Out
1.82,5th Semester,Computing,2,3,6-10 hours,76-100%,3,3,"Yes, occasionally",More than 12 times,0-2 hours,76-100%,Sometimes,3,3,2,More than 9 hours,4,5,0-2 hours,5,3,4,4-5 hours,1,4,6-8 hours,5,4,4,8-9 hours,3,2,0-2 hours,5,4,4,4-5 hours,2,2,3-5 hours,4,20,Male,Yes,More than 90 minutes,2,Hostel,Yes,Financial problems,Studying
2.97,5th Semester,Business,3,3,More than 20 hours,76-100%,1,5,Rarely,3-5 times,6-8 hours,51-75%,Very Often,1,5,4,4-5 hours,1,2,6-8 hours,5,4,1,8-9 hours,2,3,0-2 hours,4,2,5,8-9 hours,2,3,0-2 hours,5,5,2,More than 9 hours,5,3,6-8 hours,3,20,Female,No,0-15 minutes,4,Hostel,No,Financial problems,Studying
2.84,2nd Semester,Hospitality & Culinary,1,4,6-10 hours,26-50%,5,3,Not at all,More than 12 times,9-12 hours,76-100%,Often,3,4,3,6-7 hours,3,5,6-8 hours,4,3,2,4-5 hours,3,5,6-8 hours,3,2,5,More than 9 hours,3,2,More than 12 hours,1,1,3,8-9 hours,4,2,More than 12 hours,5,27,Male,No,16-30 minutes,2,Shared apartment,Yes,Poor time management,Studying
1.26,4th Semester,Hospitality & Culinary,4,10,11-15 hours,26-50%,5,2,"Yes, frequently",9-12 times,3-5 hours,0-25%,Rarely,5,2,2,8-9 hours,1,5,More than 12 hours,3,5,1,8-9 hours,1,3,3-5 hours,5,2,5,8-9 hours,1,4,More than 12 hours,5,2,4,6-7 hours,4,4,More than 12 hours,1,28,Female,No,61-90 minutes,3,Alone,Yes,Difficulty understanding lectures,Studying
1.89,4th Semester,Architecture,5 or more,4,11-15 hours,51-75%,2,3,Rarely,6-8 times,0-2 hours,51-75%,Sometimes,2,2,1,More than 9 hours,2,5,0-2 hours,3,1,3,8-9 hours,2,2,6-8 hours,3,5,5,6-7 hours,3,2,0-2 hours,4,2,4,More than 9 hours,4,1,More than 12 hours,3,21,Female,Yes,16-30 minutes,2,With family,Yes,Financial problems,Studying
2.93,1st Semester,Law,5 or more,1,6-10 hours,0-25%,2,3,"Yes, occasionally",3-5 times,More than 12 hours,26-50%,Often,2,5,1,4-5 hours,4,2,More than 12 hours,4,2,1,6-7 hours,1,5,6-8 hours,2,5,2,6-7 hours,2,5,6-8 hours,3,4,2,6-7 hours,4,3,0-2 hours,4,18,Female,Yes,61-90 minutes,4,Shared apartment,Yes,Difficulty understanding lectures,Studying
2.11,1st Semester,Law,3,10,11-15 hours,26-50%,1,1,"Yes, frequently",9-12 times,3-5 hours,26-50%,Rarely,1,5,4,6-7 hours,5,3,3-5 hours,5,3,1,0-3 hours,2,5,3-5 hours,1,4,2,4-5 hours,4,5,6-8 hours,5,2,1,8-9 hours,5,5,9-12 hours,3,18,Male,No,31-60 minutes,5,Alone,Yes,Lack of proper academic guidance,Studying
1.74,2nd Semester,Computing,0,8,6-10 hours,76-100%,1,1,Not at all,9-12 times,9-12 hours,0-25%,Very Often,2,1,5,6-7 hours,1,3,9-12 hours,2,2,4,More than 9 hours,4,3,3-5 hours,3,3,2,More than 9 hours,2,1,More than 12 hours,2,4,2,More than 9 hours,5,2,9-12 hours,1,27,Male,No,61-90 minutes,5,With family,Yes,Financial problems,Studying
1.86,2nd Semester,Architecture,0,10,16-20 hours,51-75%,4,5,Not at all,0-2 times,0-2 hours,26-50%,Sometimes,4,3,2,8-9 hours,3,3,6-8 hours,3,1,1,0-3 hours,2,3,3-5 hours,4,1,1,More than 9 hours,5,3,9-12 hours,5,4,4,6-7 hours,4,1,6-8 hours,2,18,Female,No,16-30 minutes,4,Shared apartment,No,Financial problems,Studying
2.64,3rd Semester,Humanities & Sciences,4,3,0-5 hours,76-100%,5,5,"Yes, occasionally",6-8 times,9-12 hours,76-100%,Rarely,5,3,1,4-5 hours,4,2,6-8 hours,5,2,2,0-3 hours,2,5,6-8 hours,2,5,4,0-3 hours,1,2,9-12 hours,1,2,4,4-5 hours,2,2,9-12 hours,1,27,Male,No,More than 90 minutes,2,Alone,No,Financial problems,Studying
3.66,8th Semester,Computing,5 or more,3,More than 20 hours,26-50%,3,2,Rarely,0-2 times,9-12 hours,51-75%,Very Often,1,5,4,More than 9 hours,4,3,3-5 hours,4,4,3,6-7 hours,2,3,9-12 hours,1,5,3,0-3 hours,5,1,6-8 hours,3,1,4,4-5 hours,4,2,More than 12 hours,3,22,Male,No,31-60 minutes,5,Hostel,No,Difficulty understanding lectures,Studying
1.88,6th Semester,Law,2,8,11-15 hours,51-75%,4,2,"Yes, occasionally",9-12 times,3-5 hours,76-100%,Rarely,3,4,5,4-5 hours,2,2,More than 12 hours,3,4,1,8-9 hours,3,2,3-5 hours,4,3,2,More than 9 hours,2,1,6-8 hours,3,1,2,6-7 hours,3,5,9-12 hours,1,28,Male,No,16-30 minutes,2,Alone,No,Lack of proper academic guidance,Studying
2.22,3rd Semester,Humanities & Sciences,2,0,16-20 hours,51-75%,4,2,"Yes, frequently",3-5 times,9-12 hours,26-50%,Often,5,4,3,More than 9 hours,4,3,0-2 hours,1,3,2,0-3 hours,2,2,More than 12 hours,1,2,1,8-9 hours,3,5,0-2 hours,2,5,2,More than 9 hours,4,1,More than 12 hours,5,22,Male,Yes,61-90 minutes,5,Alone,Yes,Difficulty understanding lectures,Studying
2.4,2nd Semester,Business,5 or more,8,More than 20 hours,0-25%,1,2,"Yes, occasionally",6-8 times,More than 12 hours,51-75%,Sometimes,4,3,4,More than 9 hours,3,3,0-2 hours,2,3,3,6-7 hours,1,1,9-12 hours,5,2,4,0-3 hours,1,4,6-8 hours,5,4,2,4-5 hours,3,1,0-2 hours,3,23,Female,Yes,16-30 minutes,4,Shared apartment,No,Lack of proper academic guidance,Studying
2.91,3rd Semester,Business,2,1,More than 20 hours,51-75%,1,2,"Yes, frequently",6-8 times,9-12 hours,0-25%,Often,3,1,2,6-7 hours,1,5,6-8 hours,4,2,3,More than 9 hours,1,5,0-2 hours,3,1,1,8-9 hours,2,2,9-12 hours,4,2,1,8-9 hours,2,1,3-5 hours,2,26,Male,No,0-15 minutes,5,Alone,Yes,Lack of proper academic guidance,Studying
0.91,1st Semester,Computing,2,0,More than 20 hours,0-25%,2,3,"Yes, frequently",3-5 times,0-2 hours,26-50%,Very Often,3,1,3,6-7 hours,5,2,6-8 hours,4,4,2,More than 9 hours,3,4,6-8 hours,5,5,4,4-5 hours,2,1,0-2 hours,3,2,1,8-9 hours,2,1,9-12 hours,5,19,Female,No,61-90 minutes,3,With family,No,Lack of proper academic guidance,Studying
1.76,4th Semester,Engineering,4,4,More than 20 hours,26-50%,1,3,"Yes, frequently",3-5 times,More than 12 hours,0-25%,Very Often,5,2,3,6-7 hours,4,3,6-8 hours,3,2,4,8-9 hours,3,2,3-5 hours,3,2,2,6-7 hours,2,5,6-8 hours,1,1,1,8-9 hours,4,2,3-5 hours,5,20,Female,Yes,16-30 minutes,4,With family,No,Difficulty understanding lectures,Studying
3.28,1st Semester,Computing,4,10,0-5 hours,76-100%,4,3,Rarely,0-2 times,More than 12 hours,76-100%,Often,2,4,2,8-9 hours,4,4,0-2 hours,2,2,1,0-3 hours,5,2,9-12 hours,2,4,3,More than 9 hours,4,2,3-5 hours,4,3,1,4-5 hours,1,3,More than 12 hours,5,24,Female,No,31-60 minutes,1,Shared apartment,Yes,Poor time management,Studying
2.72,6th Semester,Engineering,2,8,6-10 hours,51-75%,2,2,Rarely,6-8 times,3-5 hours,51-75%,Often,5,4,2,6-7 hours,3,5,More than 12 hours,3,4,1,More than 9 hours,5,3,6-8 hours,5,4,1,8-9 hours,5,4,More than 12 hours,2,1,5,0-3 hours,4,3,6-8 hours,2,26,Male,Yes,61-90 minutes,5,With family,No,Financial problems,Studying
3.54,5th Semester,Law,5 or more,0,More than 20 hours,0-25%,5,2,"Yes, frequently",9-12 times,More than 12 hours,76-100%,Very Often,4,3,3,4-5 hours,1,3,0-2 hours,1,2,2,More than 9 hours,2,5,9-12 hours,2,2,2,4-5 hours,3,3,9-12 hours,4,4,5,8-9 hours,4,4,6-8 hours,4,19,Male,Yes,61-90 minutes,5,Alone,No,Lack of proper academic guidance,Studying
1.4,4th Semester,Law,4,8,0-5 hours,0-25%,2,4,Rarely,3-5 times,3-5 hours,0-25%,Often,5,1,5,More than 9 hours,4,2,6-8 hours,1,5,3,4-5 hours,2,4,6-8 hours,4,5,3,0-3 hours,2,2,3-5 hours,2,2,1,More than 9 hours,5,1,More than 12 hours,1,19,Female,Yes,More than 90 minutes,1,Shared apartment,No,Difficulty understanding lectures,Studying
2.97,4th Semester,Law,5 or more,9,11-15 hours,26-50%,2,4,Rarely,9-12 times,0-2 hours,26-50%,Very Often,1,2,2,4-5 hours,3,5,3-5 hours,5,3,2,More than 9 hours,4,4,3-5 hours,4,2,4,0-3 hours,5,1,9-12 hours,1,1,4,6-7 hours,2,3,9-12 hours,3,18,Female,Yes,0-15 minutes,1,With family,Yes,Mental stress / burnout,Studying
2.91,3rd Semester,Humanities & Sciences,4,7,More than 20 hours,76-100%,4,3,"Yes, frequently",More than 12 times,6-8 hours,51-75%,Sometimes,2,3,1,0-3 hours,4,3,6-8 hours,5,3,2,6-7 hours,1,4,6-8 hours,2,5,1,8-9 hours,3,2,9-12 hours,2,5,4,4-5 hours,3,1,9-12 hours,4,19,Female,No,61-90 minutes,4,Hostel,Yes,Lack of proper academic guidance,Dropped Out
3.76,7th Semester,Architecture,5 or more,7,0-5 hours,76-100%,4,1,"Yes, frequently",3-5 times,0-2 hours,26-50%,Rarely,4,3,5,More than 9 hours,2,1,6-8 hours,5,5,4,8-9 hours,4,4,9-12 hours,5,5,4,4-5 hours,1,4,9-12 hours,5,3,4,More than 9 hours,4,5,0-2 hours,4,18,Male,No,0-15 minutes,2,Hostel,Yes,Mental stress / burnout,Studying
2.04,5th Semester,Law,0,0,16-20 hours,76-100%,4,5,"Yes, frequently",0-2 times,3-5 hours,0-25%,Rarely,1,4,5,0-3 hours,4,3,0-2 hours,5,2,2,0-3 hours,5,4,3-5 hours,1,2,2,4-5 hours,2,4,More than 12 hours,5,3,3,4-5 hours,1,4,More than 12 hours,5,19,Female,Yes,0-15 minutes,3,With family,No,Financial problems,Dropped Out
1.55,5th Semester,Computing,1,7,6-10 hours,76-100%,2,2,"Yes, frequently",3-5 times,9-12 hours,26-50%,Rarely,5,3,1,6-7 hours,2,1,More than 12 hours,5,4,2,6-7 hours,2,1,0-2 hours,4,4,3,8-9 hours,1,4,9-12 hours,5,5,4,4-5 hours,4,2,More than 12 hours,3,28,Female,No,More than 90 minutes,5,Hostel,Yes,Poor time management,Studying
1.22,3rd Semester,Hospitality & Culinary,3,9,More than 20 hours,51-75%,2,4,"Yes, occasionally",More than 12 times,9-12 hours,26-50%,Very Often,4,3,3,More than 9 hours,5,2,9-12 hours,4,4,1,4-5 hours,5,5,9-12 hours,3,2,4,8-9 hours,5,3,9-12 hours,1,3,3,0-3 hours,1,5,3-5 hours,2,19,Female,Yes,0-15 minutes,2,With family,Yes,Mental stress / burnout,Studying
1.07,7th Semester,Architecture,5 or more,3,More than 20 hours,76-100%,4,1,Rarely,6-8 times,6-8 hours,51-75%,Often,3,1,2,More than 9 hours,2,3,0-2 hours,4,4,1,0-3 hours,1,4,0-2 hours,3,3,1,4-5 hours,3,4,0-2 hours,5,3,4,8-9 hours,4,5,More than 12 hours,4,19,Male,Yes,31-60 minutes,3,Hostel,No,Financial problems,Studying
1.78,8th Semester,Law,2,1,More than 20 hours,0-25%,2,2,"Yes, occasionally",0-2 times,0-2 hours,0-25%,Often,1,2,5,8-9 hours,3,4,9-12 hours,1,5,2,8-9 hours,4,3,0-2 hours,5,4,5,More than 9 hours,3,5,6-8 hours,2,3,1,4-5 hours,2,5,3-5 hours,4,19,Female,Yes,31-60 minutes,4,Alone,Yes,Mental stress / burnout,Studying
0.91,3rd Semester,Architecture,4,3,16-20 hours,26-50%,4,1,"Yes, frequently",0-2 times,0-2 hours,51-75%,Sometimes,3,1,2,More than 9 hours,3,1,3-5 hours,4,5,3,8-9 hours,5,3,More than 12 hours,2,1,5,0-3 hours,4,2,6-8 hours,5,3,1,8-9 hours,2,1,3-5 hours,2,27,Male,No,16-30 minutes,4,Hostel,Yes,Lack of proper academic guidance,Studying
2.19,8th Semester,Architecture,2,7,16-20 hours,76-100%,1,2,"Yes, frequently",6-8 times,3-5 hours,0-25%,Very Often,2,1,4,8-9 hours,2,4,0-2 hours,3,4,4,4-5 hours,4,4,9-12 hours,1,1,5,6-7 hours,4,1,More than 12 hours,1,4,2,0-3 hours,4,1,9-12 hours,1,18,Female,Yes,16-30 minutes,3,Alone,Yes,Difficulty understanding lectures,Graduated
2.1,1st Semester,Engineering,2,2,16-20 hours,26-50%,2,1,Rarely,9-12 times,More than 12 hours,51-75%,Rarely,3,2,5,8-9 hours,1,3,3-5 hours,1,2,4,6-7 hours,5,2,0-2 hours,2,3,5,0-3 hours,5,5,6-8 hours,2,2,2,6-7 hours,5,5,3-5 hours,2,22,Male,Yes,31-60 minutes,1,Alone,Yes,Difficulty understanding lectures,Studying
3.64,6th Semester,Law,5 or more,4,6-10 hours,76-100%,3,2,"Yes, occasionally",3-5 times,9-12 hours,26-50%,Sometimes,5,2,5,More than 9 hours,4,2,3-5 hours,5,4,1,0-3 hours,4,2,6-8 hours,2,1,2,8-9 hours,5,2,6-8 hours,1,3,1,0-3 hours,4,4,More than 12 hours,3,24,Female,No,0-15 minutes,1,Alone,No,Financial problems,Dropped Out
1.43,1st Semester,Engineering,3,8,More than 20 hours,76-100%,3,3,"Yes, frequently",6-8 times,3-5 hours,26-50%,Often,5,1,2,6-7 hours,4,5,0-2 hours,1,4,4,4-5 hours,5,5,9-12 hours,4,2,1,8-9 hours,2,5,3-5 hours,5,1,2,More than 9 hours,4,1,0-2 hours,4,25,Female,Yes,More than 90 minutes,1,With family,No,Difficulty understanding lectures,Studying
2.01,5th Semester,Humanities & Sciences,4,6,More than 20 hours,26-50%,2,3,"Yes, frequently",9-12 times,More than 12 hours,0-25%,Often,1,5,4,6-7 hours,3,5,More than 12 hours,1,4,5,6-7 hours,5,3,More than 12 hours,2,3,4,8-9 hours,3,3,More than 12 hours,4,5,3,0-3 hours,4,4,3-5 hours,1,25,Male,Yes,61-90 minutes,5,Hostel,Yes,Mental stress / burnout,Studying
1.26,8th Semester,Computing,0,1,More than 20 hours,0-25%,2,3,Rarely,0-2 times,0-2 hours,0-25%,Sometimes,3,4,3,8-9 hours,2,1,3-5 hours,5,1,1,8-9 hours,1,4,0-2 hours,5,5,1,8-9 hours,3,4,More than 12 hours,2,1,3,More than 9 hours,1,5,0-2 hours,3,28,Male,Yes,61-90 minutes,1,Alone,No,Difficulty understanding lectures,Graduated
3.99,7th Semester,Law,4,7,11-15 hours,0-25%,5,4,Rarely,0-2 times,More than 12 hours,51-75%,Very Often,1,1,2,6-7 hours,5,4,More than 12 hours,4,3,2,6-7 hours,4,2,0-2 hours,5,5,4,8-9 hours,5,2,9-12 hours,2,4,2,0-3 hours,1,2,6-8 hours,5,25,Female,No,61-90 minutes,5,Hostel,Yes,Lack of proper academic guidance,Dropped Out
2.13,7th Semester,Computing,5 or more,7,0-5 hours,26-50%,5,2,Rarely,9-12 times,9-12 hours,51-75%,Very Often,4,1,5,0-3 hours,1,2,6-8 hours,2,5,2,8-9 hours,4,1,0-2 hours,4,4,5,4-5 hours,4,1,9-12 hours,5,4,3,More than 9 hours,5,4,3-5 hours,5,20,Male,No,31-60 minutes,2,Hostel,No,Difficulty understanding lectures,Studying
3.74,2nd Semester,Business,5 or more,7,6-10 hours,76-100%,1,2,Rarely,6-8 times,6-8 hours,26-50%,Rarely,2,5,5,4-5 hours,4,2,6-8 hours,3,3,5,0-3 hours,4,5,0-2 hours,1,4,5,More than 9 hours,4,1,More than 12 hours,3,1,2,More than 9 hours,4,2,6-8 hours,3,25,Male,Yes,More than 90 minutes,3,Alone,No,Mental stress / burnout,Studying
1.55,5th Semester,Humanities & Sciences,2,4,0-5 hours,76-100%,5,2,Rarely,9-12 times,6-8 hours,51-75%,Very Often,3,2,5,More than 9 hours,2,5,3-5 hours,2,4,4,4-5 hours,2,3,More than 12 hours,1,1,5,4-5 hours,4,1,More than 12 hours,1,5,2,8-9 hours,5,2,9-12 hours,4,24,Female,No,31-60 minutes,2,Hostel,Yes,Poor time management,Studying
2.67,6th Semester,Business,1,6,0-5 hours,26-50%,5,1,Not at all,0-2 times,9-12 hours,0-25%,Rarely,3,5,5,6-7 hours,3,1,9-12 hours,5,4,5,4-5 hours,2,3,0-2 hours,4,1,5,6-7 hours,1,4,0-2 hours,3,5,2,More than 9 hours,4,2,9-12 hours,2,18,Male,Yes,More than 90 minutes,2,With family,Yes,Difficulty understanding lectures,Studying
3.89,2nd Semester,Architecture,2,8,16-20 hours,51-75%,3,2,"Yes, occasionally",0-2 times,9-12 hours,51-75%,Often,2,1,3,8-9 hours,3,5,9-12 hours,2,3,5,4-5 hours,3,1,6-8 hours,2,3,4,6-7 hours,2,2,0-2 hours,4,2,3,4-5 hours,2,1,More than 12 hours,4,24,Female,No,61-90 minutes,5,Alone,No,Difficulty understanding lectures,Studying
3.2,5th Semester,Architecture,5 or more,8,16-20 hours,26-50%,2,4,"Yes, occasionally",3-5 times,3-5 hours,76-100%,Rarely,5,4,4,4-5 hours,2,5,6-8 hours,2,4,2,More than 9 hours,2,1,6-8 hours,3,5,2,More than 9 hours,1,3,3-5 hours,2,1,2,4-5 hours,1,5,6-8 hours,2,22,Female,No,More than 90 minutes,5,Hostel,No,Poor time management,Studying
2.33,8th Semester,Engineering,3,0,6-10 hours,76-100%,3,3,"Yes, frequently",6-8 times,6-8 hours,26-50%,Rarely,2,1,1,0-3 hours,3,1,0-2 hours,1,1,4,More than 9 hours,1,4,3-5 hours,4,3,3,More than 9 hours,1,1,More than 12 hours,4,3,3,More than 9 hours,4,3,0-2 hours,4,24,Male,Yes,31-60 minutes,2,Hostel,Yes,Poor time management,Graduated
2.25,8th Semester,Humanities & Sciences,5 or more,9,0-5 hours,0-25%,1,2,"Yes, frequently",3-5 times,6-8 hours,26-50%,Sometimes,4,4,1,4-5 hours,1,3,0-2 hours,4,4,5,0-3 hours,3,3,More than 12 hours,5,3,4,0-3 hours,3,1,9-12 hours,4,5,5,0-3 hours,4,2,3-5 hours,2,23,Male,Yes,61-90 minutes,1,With family,Yes,Difficulty understanding lectures,Studying
1.75,2nd Semester,Business,5 or more,10,More than 20 hours,26-50%,1,2,Not at all,9-12 times,More than 12 hours,0-25%,Sometimes,4,4,1,6-7 hours,5,1,9-12 hours,1,5,1,8-9 hours,5,3,3-5 hours,3,1,2,4-5 hours,5,1,6-8 hours,3,1,4,6-7 hours,2,1,9-12 hours,1,20,Female,No,More than 90 minutes,5,With family,Yes,Lack of proper academic guidance,Studying
1.24,6th Semester,Humanities & Sciences,2,4,More than 20 hours,76-100%,4,4,Rarely,3-5 times,0-2 hours,76-100%,Often,3,5,3,4-5 hours,3,4,More than 12 hours,1,1,2,4-5 hours,2,5,0-2 hours,1,2,3,8-9 hours,2,2,9-12 hours,5,4,2,8-9 hours,5,5,6-8 hours,4,26,Female,Yes,16-30 minutes,4,Hostel,Yes,Difficulty understanding lectures,Studying
1.64,2nd Semester,Business,4,3,6-10 hours,0-25%,3,1,Rarely,9-12 times,6-8 hours,0-25%,Sometimes,3,3,1,0-3 hours,4,4,6-8 hours,1,2,2,4-5 hours,3,4,9-12 hours,1,1,4,8-9 hours,5,3,More than 12 hours,5,2,2,8-9 hours,5,3,More than 12 hours,1,28,Female,No,61-90 minutes,4,Hostel,Yes,Poor time management,Studying
0.8,4th Semester,Architecture,1,3,6-10 hours,76-100%,5,5,"Yes, occasionally",3-5 times,0-2 hours,0-25%,Very Often,2,1,4,8-9 hours,2,4,9-12 hours,4,5,1,More than 9 hours,3,5,3-5 hours,5,3,1,4-5 hours,3,2,6-8 hours,5,2,3,4-5 hours,5,3,9-12 hours,3,27,Female,No,16-30 minutes,5,Shared apartment,Yes,Difficulty understanding lectures,Studying
3.9,8th Semester,Business,1,6,16-20 hours,0-25%,2,1,Not at all,6-8 times,More than 12 hours,26-50%,Very Often,4,3,1,More than 9 hours,4,2,9-12 hours,1,4,4,More than 9 hours,1,3,9-12 hours,4,3,1,6-7 hours,5,3,9-12 hours,4,4,4,6-7 hours,4,4,More than 12 hours,5,24,Male,No,31-60 minutes,1,With family,No,Lack of proper academic guidance,Studying
2.7,2nd Semester,Engineering,2,7,More than 20 hours,0-25%,2,4,"Yes, occasionally",6-8 times,3-5 hours,76-100%,Rarely,5,4,3,More than 9 hours,1,5,3-5 hours,5,3,3,More than 9 hours,5,1,More than 12 hours,2,5,4,4-5 hours,1,1,0-2 hours,5,1,1,8-9 hours,5,3,3-5 hours,4,19,Male,No,61-90 minutes,2,Alone,Yes,Lack of proper academic guidance,Dropped Out
